R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25
,,,,,,25048495349484952565766563 4:52:56 5:14:16,,,,,,,,25048495349484952495650573 1:57:12 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:52:58 5:14:16,,,,,,,,25048495349484952495650573 1:57:12 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:53:24 5:14:16,,,,,,,,25048495349484952495650573 1:57:39 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:53:24 5:14:16,,,,,,,,25048495349484952495650573 1:57:54 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:53:25 5:14:16,,,,,,,,25048495349484952495650573 1:57:54 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:53:30 5:14:16,,,,,,,,25048495349484952495650573 1:57:55 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:53:32 5:14:16,,,,,,,,25048495349484952495650573 1:58:33 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:54:0 5:14:16,,,,,,,,25048495349484952495650573 1:58:48 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:54:8 5:14:16,,,,,,,,25048495349484952495650573 1:59:18 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:54:33 5:14:16,,,,,,,,25048495349484952495650573 1:59:30 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:54:36 5:14:16,,,,,,,,25048495349484952495650573 1:59:30 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:54:40 5:14:16,,,,,,,,25048495349484952495650573 2:0:6 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:54:44 5:14:16,,,,,,,,25048495349484952495650573 2:0:24 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 4:55:3 5:14:16,,,,,,,,25048495349484952495650573 2:1:15 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:55:6 5:14:16,,,,,,,,25048495349484952495650573 2:1:25 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:55:6 5:14:16,,,,,,,,25048495349484952495650573 2:1:25 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 4:55:13 5:14:16,,,,,,,,25048495349484952495650573 2:1:55 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:55:43 5:14:16,,,,,,,,25048495349484952495650573 2:2:56 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:56:13 5:14:16,,,,,,,,25048495349484952495650573 2:3:25 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:56:27 5:14:16,,,,,,,,25048495349484952495650573 2:3:35 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:56:27 5:14:16,,,,,,,,25048495349484952495650573 2:3:35 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:56:28 5:14:16,,,,,,,,25048495349484952495650573 2:3:36 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:56:44 5:14:16,,,,,,,,25048495349484952495650573 2:4:14 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:56:58 5:14:16,,,,,,,,25048495349484952495650573 2:4:29 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 4:57:17 5:14:16,,,,,,,,25048495349484952495650573 2:4:29 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 4:57:22 5:14:16,,,,,,,,25048495349484952495650573 2:4:30 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:57:37 5:14:16,,,,,,,,25048495349484952495650573 2:5:17 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:57:37 5:14:16,,,,,,,,25048495349484952495650573 2:5:25 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 4:57:53 5:14:16,,,,,,,,25048495349484952495650573 2:5:26 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 4:58:0 5:14:16,,,,,,,,25048495349484952495650573 2:6:1 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:58:2 5:14:16,,,,,,,,25048495349484952495650573 2:6:13 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:58:15 5:14:16,,,,,,,,25048495349484952495650573 2:6:44 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 4:58:46 5:14:16,,,,,,,,25048495349484952495650573 2:6:58 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:58:47 5:14:16,,,,,,,,25048495349484952495650573 2:6:59 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:59:11 5:14:16,,,,,,,,25048495349484952495650573 2:6:59 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:59:28 5:14:16,,,,,,,,25048495349484952495650573 2:7:49 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 4:59:29 5:14:16,,,,,,,,25048495349484952495650573 2:7:49 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 4:59:49 5:14:16,,,,,,,,25048495349484952495650573 2:8:19 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:0:6 5:14:16,,,,,,,,25048495349484952495650573 2:8:29 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:0:29 5:14:16,,,,,,,,25048495349484952495650573 2:8:30 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:0:48 5:14:16,,,,,,,,25048495349484952495650573 2:8:48 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 5:1:4 5:14:16,,,,,,,,25048495349484952495650573 2:8:49 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 5:1:11 5:14:16,,,,,,,,25048495349484952495650573 2:9:21 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 5:1:12 5:14:16,,,,,,,,25048495349484952495650573 2:9:35 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 5:1:13 5:14:16,,,,,,,,25048495349484952495650573 2:9:35 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 5:1:13 5:14:16,,,,,,,,25048495349484952495650573 2:9:35 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 5:1:14 5:14:16,,,,,,,,25048495349484952495650573 2:10:14 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 5:1:15 5:14:16,,,,,,,,25048495349484952495650573 2:10:24 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:1:16 5:14:16,,,,,,,,25048495349484952495650573 2:10:25 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 5:1:59 5:14:16,,,,,,,,25048495349484952495650573 2:10:25 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:2:5 5:14:16,,,,,,,,25048495349484952495650573 2:10:26 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:2:6 5:14:16,,,,,,,,25048495349484952495650573 2:10:26 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:2:6 5:14:16,,,,,,,,25048495349484952495650573 2:11:9 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:2:7 5:14:16,,,,,,,,25048495349484952495650573 2:11:19 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:2:7 5:14:16,,,,,,,,25048495349484952495650573 2:11:20 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 5:2:11 5:14:16,,,,,,,,25048495349484952495650573 2:14:22 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 5:2:12 5:14:16,,,,,,,,25048495349484952495650573 2:21:27 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 5:2:28 5:14:16,,,,,,,,25048495349484952495650573 2:21:27 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:2:34 5:14:16,,,,,,,,25048495349484952495650573 2:22:22 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 5:2:50 5:14:16,,,,,,,,25048495349484952495650573 2:22:22 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:2:50 5:14:16,,,,,,,,25048495349484952495650573 2:22:23 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:3:2 5:14:16,,,,,,,,25048495349484952495650573 2:23:18 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:3:8 5:14:16,,,,,,,,25048495349484952495650573 2:23:45 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:3:36 5:14:16,,,,,,,,25048495349484952495650573 2:24:0 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 5:4:6 5:14:16,,,,,,,,25048495349484952495650573 2:24:1 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 5:4:16 5:14:16,,,,,,,,25048495349484952495650573 2:24:1 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 5:6:40 5:14:16,,,,,,,,25048495349484952495650573 2:24:39 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:6:48 5:14:16,,,,,,,,25048495349484952495650573 2:25:5 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:6:48 5:14:16,,,,,,,,25048495349484952495650573 2:25:37 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:6:56 5:14:16,,,,,,,,25048495349484952495650573 2:25:57 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:7:14 5:14:16,,,,,,,,25048495349484952495650573 2:26:43 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:7:35 5:14:16,,,,,,,,25048495349484952495650573 2:27:0 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:8:39 5:14:16,,,,,,,,25048495349484952495650573 2:27:1 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 5:9:0 5:14:16,,,,,,,,25048495349484952495650573 2:27:7 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:9:6 5:14:16,,,,,,,,25048495349484952495650573 2:27:7 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 5:9:32 5:14:16,,,,,,,,25048495349484952495650573 2:27:57 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 5:9:42 5:14:16,,,,,,,,25048495349484952495650573 2:27:57 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:9:46 5:14:16,,,,,,,,25048495349484952495650573 2:28:37 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:9:58 5:14:16,,,,,,,,25048495349484952495650573 2:28:51 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 5:10:5 5:14:16,,,,,,,,25048495349484952495650573 2:28:52 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:10:13 5:14:16,,,,,,,,25048495349484952495650573 2:29:18 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 5:10:34 5:14:16,,,,,,,,25048495349484953514948493 8:7:55 5:18:16,,,,,,,,,,
,,,,,,25048495349484952575165503 5:10:35 5:14:16,,,,,,,,25048495349484953514948493 8:7:56 5:18:16,,,,,,,,,,
,,,,,,25048495349484952565766563 5:10:44 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 5:11:3 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 5:11:8 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 5:11:11 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 5:11:12 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:11:29 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:11:46 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 5:11:56 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 5:12:6 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:12:16 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 5:12:24 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 5:12:29 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 5:12:34 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:12:35 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:13:0 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:13:28 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:13:40 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:13:59 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:14:13 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:14:32 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:15:0 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:15:38 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:15:54 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:16:33 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:17:5 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:17:22 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:17:37 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:17:41 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:18:7 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:18:20 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:18:46 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:19:18 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 5:19:33 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:19:43 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 5:20:5 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 5:20:17 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 5:20:35 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 5:20:40 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 5:20:53 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484953484851483 9:15:18 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484953484851483 9:15:18 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484953484851483 9:15:20 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484953484851483 9:15:21 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484953484851483 9:15:21 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484953484851483 9:15:22 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,New Recording Session,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484953484851483 17:49:34 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484953484851483 17:49:35 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484953484851483 17:49:35 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484953484851483 17:50:4 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484953484851483 17:50:5 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484953484851483 17:50:5 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:36:6 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 20:36:7 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 20:37:22 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 20:37:23 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 20:37:29 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 20:41:8 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 20:41:12 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 20:42:8 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 20:42:25 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 20:44:24 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 20:46:19 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 20:49:24 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 20:49:45 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 20:49:58 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 20:49:59 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 20:50:52 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 20:51:49 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 20:51:58 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:52:37 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:52:39 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:52:41 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:52:45 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:52:46 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:53:4 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:53:30 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:54:0 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:54:18 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:54:52 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:55:9 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:55:27 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:56:24 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:56:37 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:56:57 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:57:20 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:57:40 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:58:4 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:58:19 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:58:54 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:59:13 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:59:40 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 20:59:56 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:0:39 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:1:41 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:2:35 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:3:5 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:3:32 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:3:51 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:3:56 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:4:11 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:4:26 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:5:16 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:5:31 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:5:59 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:6:15 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:6:29 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:6:43 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:7:0 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:7:0 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:7:3 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:7:10 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:8:40 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 21:9:5 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:9:23 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:9:36 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:10:4 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:10:4 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:11:15 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:11:43 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:12:18 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:12:34 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:12:39 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:13:12 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:13:37 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:13:54 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:14:49 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:15:33 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:16:14 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:16:52 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:16:59 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:17:25 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:17:55 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:18:18 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:18:40 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:19:18 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:19:32 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:19:57 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:20:23 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:21:14 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:21:32 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:21:43 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:22:20 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:22:38 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:22:59 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:23:21 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:23:54 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:25:26 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:27:7 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:27:23 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:28:11 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:28:45 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:29:10 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:29:17 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:29:45 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:30:17 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:31:52 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:32:14 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:32:14 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:32:15 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:32:17 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:32:20 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:32:55 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 21:32:56 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 21:59:58 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 21:59:59 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 22:13:46 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 23:13:41 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 23:40:15 5:14:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 1:14:22 5:15:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 1:14:23 5:15:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 1:14:23 5:15:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 1:14:24 5:15:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 1:46:35 5:15:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 1:47:4 5:15:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 4:31:14 5:15:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 4:31:37 5:15:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 4:35:14 5:15:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 4:37:3 5:15:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 4:37:8 5:15:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952575165503 4:44:54 5:15:16,,,,,,,,,,,,,,,,,,
,,,,,,25048495349484952565766563 4:53:56 5:15:16,,,,,,,,,,,,,,,,,,
